text,label,rating,cleaned_text,vader_sentiment,vader_score,textblob_sentiment,textblob_polarity,lr_sentiment,true_sentiment
"Poor craftsmanship, looks nothing like the picture.",Negative,1,poor craftsmanship looks nothing like the picture,Negative,-0.6381,Negative,-0.4,Negative,Negative
"Completely useless, wasted my money.",Negative,1,completely useless wasted my money,Negative,-0.763,Negative,-0.35,Negative,Negative
One of the best products I have ever bought online.,Positive,5,one of the best products i have ever bought online,Positive,0.6369,Positive,1.0,Positive,Positive
One of the best products I have ever bought online.,Positive,5,one of the best products i have ever bought online,Positive,0.6369,Positive,1.0,Positive,Positive
"Superb quality, would buy again.",Positive,5,superb quality would buy again,Positive,0.6249,Positive,1.0,Positive,Positive
Decent product but overpriced in my opinion.,Neutral,3,decent product but overpriced in my opinion,Neutral,0.0,Positive,0.16666666666666666,Neutral,Neutral
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
Middle of the road product.,Neutral,3,middle of the road product,Neutral,0.0,Neutral,0.0,Neutral,Neutral
Very satisfied with this purchase.,Positive,5,very satisfied with this purchase,Positive,0.4754,Positive,0.65,Positive,Positive
Really well packaged and arrived in perfect condition.,Positive,5,really well packaged and arrived in perfect condition,Positive,0.7264,Positive,0.6,Positive,Positive
Above and beyond what I expected for this price.,Positive,5,above and beyond what i expected for this price,Neutral,0.0,Neutral,-0.05,Positive,Positive
"Cheap and flimsy, do not recommend at all.",Negative,1,cheap and flimsy do not recommend at all,Negative,-0.2755,Positive,0.4,Negative,Negative
I am extremely unhappy with this product.,Negative,1,i am extremely unhappy with this product,Negative,-0.4754,Negative,-0.6,Negative,Negative
The size is accurate and the quality is passable.,Neutral,3,the size is accurate and the quality is passable,Neutral,0.0,Positive,0.4000000000000001,Neutral,Neutral
The product works but feels a bit cheap.,Neutral,3,the product works but feels a bit cheap,Neutral,0.0,Positive,0.4,Neutral,Neutral
It will do for now but I will probably upgrade later.,Neutral,3,it will do for now but i will probably upgrade later,Neutral,0.0,Neutral,0.0,Neutral,Neutral
It functions but the design could be better.,Neutral,3,it functions but the design could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
Mediocre quality at a reasonable price.,Neutral,3,mediocre quality at a reasonable price,Neutral,0.0,Negative,-0.15,Neutral,Neutral
I had high hopes but this was a huge letdown.,Negative,1,i had high hopes but this was a huge letdown,Positive,0.5927,Positive,0.28,Negative,Negative
"Good for basic needs, not for heavy use.",Neutral,3,good for basic needs not for heavy use,Positive,0.4404,Positive,0.16666666666666666,Neutral,Neutral
An average product that meets basic needs.,Neutral,3,an average product that meets basic needs,Neutral,0.0,Neutral,-0.075,Neutral,Neutral
The packaging was great and the product works flawlessly.,Positive,5,the packaging was great and the product works flawlessly,Positive,0.7096,Positive,0.9,Positive,Positive
It functions but the design could be better.,Neutral,3,it functions but the design could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
Not bad but not great either.,Neutral,3,not bad but not great either,Negative,-0.5448,Neutral,-0.02500000000000005,Neutral,Neutral
The best part is how easy it is to set up.,Positive,5,the best part is how easy it is to set up,Positive,0.7964,Positive,0.7166666666666667,Positive,Positive
Broke within the first week of use.,Negative,1,broke within the first week of use,Negative,-0.4215,Positive,0.25,Negative,Negative
Nothing special but it works.,Neutral,3,nothing special but it works,Negative,-0.1603,Positive,0.35714285714285715,Neutral,Neutral
I am extremely unhappy with this product.,Negative,1,i am extremely unhappy with this product,Negative,-0.4754,Negative,-0.6,Negative,Negative
"Amazing quality and very affordable, highly recommend.",Positive,5,amazing quality and very affordable highly recommend,Positive,0.7818,Positive,0.32,Positive,Positive
The item came broken and returning it was a hassle.,Negative,1,the item came broken and returning it was a hassle,Negative,-0.4767,Negative,-0.4,Negative,Negative
Great quality materials and good construction.,Positive,5,great quality materials and good construction,Positive,0.7906,Positive,0.75,Positive,Positive
Reasonable for a budget option.,Neutral,3,reasonable for a budget option,Neutral,0.0,Positive,0.2,Neutral,Neutral
Worst product I've ever bought.,Negative,1,worst product ive ever bought,Negative,-0.6249,Negative,-1.0,Negative,Negative
A wonderful product that I would recommend to anyone.,Positive,5,a wonderful product that i would recommend to anyone,Positive,0.7351,Positive,1.0,Positive,Positive
"It's okay, does the job.",Neutral,3,its okay does the job,Positive,0.2263,Positive,0.5,Neutral,Neutral
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
It does the job but I have seen better.,Neutral,3,it does the job but i have seen better,Positive,0.5927,Positive,0.5,Neutral,Neutral
"Awful product, does not work at all.",Negative,1,awful product does not work at all,Negative,-0.4588,Negative,-1.0,Negative,Negative
I use it daily and it has held up perfectly.,Positive,5,i use it daily and it has held up perfectly,Positive,0.6369,Positive,0.5,Positive,Positive
"Very good product for the price, satisfied.",Positive,5,very good product for the price satisfied,Positive,0.7178,Positive,0.705,Positive,Positive
"Highly recommended, the customer service was also excellent.",Positive,5,highly recommended the customer service was also excellent,Positive,0.6997,Positive,0.58,Positive,Positive
"Excellent product, very sturdy and well designed.",Positive,5,excellent product very sturdy and well designed,Positive,0.7239,Positive,0.6,Positive,Positive
Works like a charm right out of the box.,Positive,5,works like a charm right out of the box,Positive,0.6369,Positive,0.2857142857142857,Positive,Positive
"Very low quality, not usable at all.",Negative,1,very low quality not usable at all,Negative,-0.3384,Neutral,0.0,Negative,Negative
"Average performance, no major complaints.",Neutral,3,average performance no major complaints,Negative,-0.5994,Neutral,-0.090625,Neutral,Neutral
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
Not great but not terrible either.,Neutral,3,not great but not terrible either,Positive,0.2924,Neutral,0.04999999999999999,Neutral,Neutral
Horrible experience. Avoid!,Negative,1,horrible experience avoid,Negative,-0.6908,Negative,-1.0,Negative,Negative
Not worth the price at all.,Negative,1,not worth the price at all,Negative,-0.1695,Negative,-0.15,Negative,Negative
"Waste of packaging materials, the product is worthless.",Negative,1,waste of packaging materials the product is worthless,Negative,-0.6908,Negative,-0.5,Negative,Negative
"Fantastic purchase, no regrets at all.",Positive,5,fantastic purchase no regrets at all,Neutral,-0.0258,Positive,0.225,Positive,Positive
One of the best products I have ever bought online.,Positive,5,one of the best products i have ever bought online,Positive,0.6369,Positive,1.0,Positive,Positive
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
Does not work as advertised.,Negative,1,does not work as advertised,Neutral,0.0,Neutral,0.0,Negative,Negative
"Highly recommend, the product exceeded expectations.",Positive,5,highly recommend the product exceeded expectations,Positive,0.4201,Positive,0.16,Positive,Positive
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
"Save your money, this is not worth anything.",Negative,1,save your money this is not worth anything,Positive,0.3682,Negative,-0.15,Negative,Negative
The best part is how easy it is to set up.,Positive,5,the best part is how easy it is to set up,Positive,0.7964,Positive,0.7166666666666667,Positive,Positive
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
The product arrived on time but the packaging was poor.,Neutral,3,the product arrived on time but the packaging was poor,Negative,-0.631,Negative,-0.4,Neutral,Neutral
The quality control is non existent on this product.,Negative,1,the quality control is non existent on this product,Neutral,0.0,Neutral,0.0,Negative,Negative
"Highly recommend, the product exceeded expectations.",Positive,5,highly recommend the product exceeded expectations,Positive,0.4201,Positive,0.16,Positive,Positive
Exceeded my expectations. Very happy!,Positive,5,exceeded my expectations very happy,Positive,0.6115,Positive,1.0,Positive,Positive
Not exactly what I expected but acceptable.,Neutral,3,not exactly what i expected but acceptable,Positive,0.4497,Negative,-0.1125,Neutral,Neutral
"Average product, nothing special.",Neutral,3,average product nothing special,Negative,-0.3089,Positive,0.10357142857142858,Neutral,Neutral
"Amazing quality and very affordable, highly recommend.",Positive,5,amazing quality and very affordable highly recommend,Positive,0.7818,Positive,0.32,Positive,Positive
"Poor craftsmanship, looks nothing like the picture.",Negative,1,poor craftsmanship looks nothing like the picture,Negative,-0.6381,Negative,-0.4,Negative,Negative
The product is defective and there is no support.,Negative,1,the product is defective and there is no support,Negative,-0.34,Neutral,0.0,Negative,Negative
The materials are so cheap it is laughable.,Negative,1,the materials are so cheap it is laughable,Positive,0.0516,Neutral,-0.04999999999999999,Negative,Negative
The product arrived damaged and unusable.,Negative,1,the product arrived damaged and unusable,Negative,-0.4404,Neutral,0.0,Negative,Negative
"Excellent product, very sturdy and well designed.",Positive,5,excellent product very sturdy and well designed,Positive,0.7239,Positive,0.6,Positive,Positive
Very pleased with the quality and functionality.,Positive,5,very pleased with the quality and functionality,Positive,0.4927,Positive,0.65,Positive,Positive
Best purchase I've made this year.,Positive,5,best purchase ive made this year,Positive,0.6369,Positive,1.0,Positive,Positive
The packaging was great and the product works flawlessly.,Positive,5,the packaging was great and the product works flawlessly,Positive,0.7096,Positive,0.9,Positive,Positive
Really well packaged and arrived in perfect condition.,Positive,5,really well packaged and arrived in perfect condition,Positive,0.7264,Positive,0.6,Positive,Positive
Decent for the price point.,Neutral,3,decent for the price point,Neutral,0.0,Positive,0.16666666666666666,Neutral,Neutral
The materials are so cheap it is laughable.,Negative,1,the materials are so cheap it is laughable,Positive,0.0516,Neutral,-0.04999999999999999,Negative,Negative
The item came broken and returning it was a hassle.,Negative,1,the item came broken and returning it was a hassle,Negative,-0.4767,Negative,-0.4,Negative,Negative
Very poor quality and bad customer service.,Negative,1,very poor quality and bad customer service,Negative,-0.7841,Negative,-0.6099999999999999,Negative,Negative
